,Lemma,Tag
43229,Türgi,LOC
43231,EL,ORG
43237,Türgi,LOC
43244,EL,ORG
43246,Türgi parlament,ORG
43252,EL,ORG
43259,Eino Tamm,PER
43265,Eino Tamm,PER
43267,Lääne maakohus,ORG
43277,Tamm,PER
43279,Lääne Elu,ORG
43280,kostja,PER
43292,Tamm,PER
43294,kostja,PER
43296,Tatjana valdmaa,PER
43298,Eesti,LOC
43301,Tallinn,LOC
43302,Haabersti linnaosavalitsus,ORG
43304,Tamm Valdmaalt,PER
43315,Tamm,PER
43317,valdmaa,PER
43318,Eino Tamm,PER
43320,Kalle Tenno,PER
43324,valdmaa,PER
43330,Tamm,PER
43331,Tenno,PER
43336,Tamm,PER
43339,Jegorow,PER
43342,Tamm,PER
43343,Tenno,PER
43348,Tenno,PER
43352,valdmaa,PER
43354,Kaido pihlakas,PER
43357,Tamm,PER
43360,Tatjana valdmaa,PER
43372,pihlakas,PER
43373,Tamm,PER
43380,Eesti Päevaleht,ORG
43384,Lääne maakohus,ORG
43385,ait rajaveri,PER
43389,Bush,PER
43392,USA,LOC
43393,Georg W. Bush,PER
43419,Pennsylvania Ülikool,ORG
43424,John Kerryle,PER
43430,Kerry,PER
43453,Abu Ghraib,LOC
43460,Moqtada al-Sadr,PER
43461,Moaya al-Khazraji,PER
43462,Johnson,PER
43468,Abu Ghraib vangla,ORG
43477,Brasiilia kohus,ORG
43486,Reuters,ORG
43487,Anterio Manica,PER
43492,Brasiilia,LOC
43496,Unai,LOC
43500,Brazil,LOC
43503,Manica,PER
43508,Reuters,ORG
43509,Manica,PER
43525,Manica,PER
43552,Brasiilia,LOC
43564,Brasiilia,LOC
43573,Tšetšeenia,LOC
43579,Tšetšeenia,LOC
43580,Eesti,LOC
43585,Tallinn vene,LOC
43589,Tšetšeenia,LOC
43592,Tšetšeenia,LOC
43593,Aslan Mashadov,PER
43594,Tšetšeenia,LOC
43601,Rootsi,LOC
43602,Uppsala,LOC
43611,vene,LOC
43613,Tšetšeenia,LOC
43616,Kiin,PER
43622,Rootsi,LOC
43623,Nõukogu Liidu,LOC
43627,Balt riik,LOC
43628,Tallinn,LOC
43647,Kiin,PER
43651,Tšetšeenia,LOC
43652,Eesti,LOC
43665,kiin,PER
43670,Tšetšeenia,LOC
43687,Kiin,PER
43688,Savisaar,PER
43691,Tallinn,LOC
43692,Edgar Savisaar,PER
43700,Savisaar,PER
43702,Kalev Kallo,PER
43703,Lauri Laasi,PER
43704,Aivar Riisalu,PER
43705,Enno Tamm,PER
43708,Ain Valdmann,PER
43709,Tallinn tuletõrje - ja päästeamet,ORG
43710,Raik Saart,PER
43711,Tallinn,LOC
43713,Marika Lepikult,PER
43730,Kalev Kallo,PER
43731,Delfi,ORG
43739,Tallinn,LOC
43745,Delfi,ORG
43747,Kallo,PER
43752,Lauri Laasi,PER
43753,Enno Tamm,PER
43756,Mustamägi,LOC
43758,Aivar Riisalu,PER
43761,kommunaalamet,ORG
43762,Ain Valdmanni,PER
43765,AS Tallinn vesi,ORG
43769,Tallinn tuletõrje - ja päästeamet,ORG
43770,Raik Saart,PER
43773,Kalev Kallo,PER
43792,Haljala gümnaasium,ORG
43817,Haljala gümnaasium,ORG
43818,Kaido Kreintaal,PER
43819,Virumaa teataja,ORG
43825,Valdo,PER
43842,Rakvere gümnaasium,ORG
43844,Kreintaal,PER
43861,Andrus kuus,PER
43862,Eesti ornitoloogiaühing,ORG
43893,kuus,PER
43906,Vene,LOC
43908,Gruusia,LOC
43911,Vene,LOC
43918,Gruusia,LOC
43919,Inguššia,LOC
43921,Venemaa,LOC
43923,Vladimir Makarov,PER
43925,Makarov,PER
43927,gruusia,LOC
43931,Vene,LOC
43946,Venemaa,LOC
43950,Gruusia,LOC
43953,Kreml,ORG
43954,Tšetšeenia,LOC
43955,Konstantin Makejev,PER
43967,Makarov,PER
43969,Vene,LOC
43974,Makarov,PER
43980,Gruusia,LOC
43981,Inguššia,LOC
43982,Tšetšeenia,LOC
43984,Ruslan Gelajev,PER
43985,Gruusia,LOC
43986,Ahmet,LOC
43990,Vene-Gruusia,LOC
43991,Dagestan,LOC
43992,Tšetšeenia,LOC
43993,Inguššia,LOC
44001,Venemaa,LOC
44003,Gruusia,LOC
44010,Venemaa,LOC
44011,tšetšeeni,LOC
44016,Venemaa,LOC
44018,Gruusia,LOC
44027,Iraak,LOC
44030,Arre Illenzeer,PER
44033,Toomas Väl,PER
44035,Eesti,LOC
44036,Iraak,LOC
44040,Eesti,LOC
44046,Postimees,ORG
44048,Iraak,LOC
44067,Väli,PER
44080,Eesti,LOC
44081,Iraak,LOC
44087,Väli,PER
44093,Eesti,LOC
44098,Arre Illenzeer,PER
44100,Eesti,LOC
44114,Väli,PER
44125,väli,PER
44132,kõuts,PER
44140,Iraak,LOC
44148,Politsei,PER
44149,Lvov,LOC
44150,Polishtshuk,LOC
44156,Tallinn,LOC
44158,Vadim Polishtshukk,PER
44159,Eesti,LOC
44162,Oleg Lvov,PER
44164,Eesti Päevaleht,ORG
44168,Lvov,PER
44173,Tallinn,LOC
44174,Harjumaa,LOC
44183,Lvov,PER
44186,Lvov,PER
44194,Eesti,LOC
44196,Andres Gorki,PER
44197,Lvov,LOC
44204,Lvov,LOC
44208,Vadim Polishtshuk,PER
44213,kakumägi,LOC
44221,maksuamet,ORG
44222,Mati Erik,PER
44224,Lvov,LOC
44233,Erik,PER
44235,maksuamet,ORG
44241,Lvov,PER
44242,Polishtshuk,PER
44249,Eesti,LOC
44251,Lvov,PER
44252,Polishtshuk,PER
44262,Erik,PER
44264,maksuamet,ORG
44272,Saks,LOC
44275,Saks valitsus,ORG
44287,Saksamaa,LOC
44294,The Times,ORG
44304,Põhja-Saksamaal,LOC
44322,Düsseldorf politsei,ORG
44343,Alam-Saksimaa,LOC
44355,Jaapan,LOC
44358,Jaapan,LOC
44371,Alam-Saks,LOC
44372,Jutta Rosendahl,PER
44389,murd,ORG
44390,rumm vangla,ORG
44392,Märt Rask,PER
44399,murd,ORG
44400,rumm vangla,ORG
44403,justiitsministeerium,ORG
44414,Märt Rask,PER
44415,BNS,ORG
44426,murd vangla,ORG
44445,murd vangla,ORG
44446,Viktor Jeliseikin,PER
44447,rumm vangla,ORG
44448,Ivo Torm,PER
44466,Viktor Jeliseikin,PER
44473,Eesti,LOC
44475,murd vangla,ORG
44477,rumm vangla,ORG
44484,justiitsministeerium,ORG
44490,Harku naistevangla,ORG
44494,Ämari vangla,ORG
44498,Eesti,LOC
44503,Hansonile,PER
44508,Margus Hanson,PER
44518,Hanson,PER
44524,sl õhtuleht,ORG
44526,Silva Peebo,PER
44529,Margus Hansonile,PER
44533,Hanson,PER
44538,Hanson,PER
44546,Margus Hansoni,PER
44551,Pärnu,LOC
44553,Eesti Meteoroloogia ja Hüdroloogia Instituut,ORG
44559,Pärnu laht,LOC
44564,Pärnu laht,LOC
44580,Läänemeri,LOC
44582,Väinameri,LOC
44583,Liivi laht,LOC
44585,Soome laht,LOC
44589,Peipsi järv,LOC
44603,Jüri,PER
44605,Postimees Online,ORG
44619,keskhaigekassa,ORG
44620,ott,PER
44622,keskhaigekassa,ORG
44623,Tallinn botaanikaaed,ORG
44625,Jüri Ott,PER
44629,keskhaigekassa,ORG
44631,Kaja Tampere,PER
44633,BNS,ORG
44642,keskhaigekassa,ORG
44645,Tallinn,LOC
44646,Jüri Mõis,PER
44647,ott,PER
44651,Tampere,PER
44655,ott,PER
44667,Tampere,PER
44678,Mõis,PER
44682,ott,PER
44685,Tallinn Soojune,ORG
44687,Elmar Sepp,PER
44688,keskkonnaamet,ORG
44689,Aap Mumme,PER
44694,Eesti Päevaleht,ORG
44695,ott,PER
44728,ott,PER
44747,ott,PER
44759,ott,PER
44768,ott,PER
44792,Ott,PER
44794,Radisson,ORG
44796,Brit,LOC
44797,Adam Almagore,PER
44800,Radisson SAS Tallinn hotell,ORG
44816,Eesti Ekspress,ORG
44817,Tallinn Radisson hotell,ORG
44825,Ukraina,LOC
44826,Iraak,LOC
44829,Jaan Kaplinski,PER
44833,Ukraina,LOC
44836,Iraak,LOC
44841,Ukraina,LOC
44842,Venemaa,LOC
44844,Ida-Euroobas,LOC
44846,Iraak,LOC
44847,USA,LOC
44854,Eesti,LOC
44857,Venemaa,LOC
44860,USA,LOC
44863,Kaplinski,PER
44864,sl Õhtulehes,ORG
44871,Juštšenko,PER
44874,Janukovitš,PER
44876,Iraak,LOC
44877,Ukraina,LOC
44896,USA,LOC
44898,Iraak,LOC
44901,Vietnam,LOC
44906,Lääne,LOC
44908,Ida-Euroobas,LOC
44910,Kaplinski,PER
44915,Venemaa,LOC
44921,Venemaa,LOC
44926,Gruusia,LOC
44928,Ukraina,LOC
44930,Janukovitši,PER
44931,Putin,PER
44939,Venemaa,LOC
44945,Venemaa,LOC
44959,Moskva,LOC
44964,Iraak,LOC
44967,Kaplinski,PER
44971,Ukraina,LOC
44974,Iraak,LOC
44976,Iraak,LOC
44979,Liibanon,LOC
45004,Iraak,LOC
45021,Ukraina,LOC
45029,Juštšenko,PER
45033,Janukovitš,PER
45034,Ida-Ukraina,LOC
45037,Juštšenko,PER
45038,Janukovitši,PER
45040,Donbass,LOC
45041,Harkiv,LOC
45046,Kaplinski,PER
45057,Reformile,ORG
45060,Reformierakond,ORG
45073,Toomas Luman,PER
45075,Delfi .,ORG
45078,Reformierakond,ORG
45084,Haapsalu,LOC
45085,nurm õmblusvabrik,ORG
45101,Nurme tehas,ORG
45102,Kalju Metssalu,PER
45103,Delfi,ORG
45109,Metssalu,PER
45115,Rüütel,PER
45119,Arnold Rüütel,PER
45120,Pärnu maakond,LOC
45132,Pärnu,LOC
45134,Toomas Kivimäg,PER
45136,Häädemeeste,LOC
45137,Tahkuranna,LOC
45138,Audru vald,LOC
45140,Pärnu,LOC
45143,Pärnu Postimees,ORG
45150,Häädemeeste vald,LOC
45174,Eero Raun,PER
45192,Harjumaa,LOC
45194,Saku vald,LOC
45231,Tartu maakond,LOC
45232,Mäksa vald,LOC
45233,Võõpste küla,LOC
45246,Reet Roos,PER
45250,Reet Roos,PER
45257,Tallinn,LOC
45260,roos,PER
45267,sl õhtuleht,ORG
45313,Rein Lang,PER
45317,Henn Pärn,PER
45321,Ants Pauls,PER
45325,Mart nutt,PER
45329,Toomas Alatalu,PER
45333,Jüri Šehovtsov,PER
45338,eesti,LOC
45340,Rootsi,LOC
45343,Kagu-Aasia,LOC
45353,Svenska Dagbladet,ORG
45359,Hudiksvall,LOC
45360,Max Henrik Pajuste,PER
45363,Nils Martin Pajuste,PER
45367,Kagu-Aasia,LOC
45388,Tallinn,LOC
45395,Falck,ORG
45409,Delfi,ORG
45422,Falck,ORG
45464,Kesklinn,LOC
45470,Arafat,PER
45471,barakk,PER
45473,Palestiina,LOC
45474,Yasser Arafat,PER
45477,Iisrael,LOC
45478,Ehu Barak,PER
45486,Jeruusalemm,LOC
45493,Nabil Abu Rdaineh,PER
45494,Gaza,LOC
45502,Jeruusalemm,LOC
45504,palestiina,LOC
45508,Barak,PER
45515,Iisrael,LOC
45518,Jeruusalemm,LOC
45524,Abu Rdaineh,PER
45529,ÜRO,ORG
45531,Tallinn,LOC
45534,Tallinn linnavalitsus,ORG
45553,AS Tallinn diagnostikakeskus,ORG
45559,Diagnostic Family OÜ,ORG
45562,AS Ida-Tallinn keskhaigla,ORG
45563,AS Lääne-Tallinn keskhaigla,ORG
45565,Tallinn linn,LOC
45567,Lepikson,PER
45568,Parts,PER
45569,Vaher,PER
45571,Nõukogu Liidu,LOC
45572,Jossif Stalin,PER
45574,Ken-Mart Vaher,PER
45577,Robert Lepikson,PER
45579,Vaher,PER
45581,Juhan Partsil,PER
45585,Stalin,PER
45587,Eesti,LOC
45601,Lepikson,PER
45602,sl Õhtulehe,ORG
45616,Lepikson,PER
45621,Ken-Mart Vaher,PER
45624,Juhan Parts,PER
45629,Lepikson,PER
45631,Parts,PER
45640,Parts,PER
45641,Vaher,PER
45644,Eesti,LOC
45656,Lepikson,PER
45657,Lepikson,PER
45698,eroliitu,ORG
45700,Lepikson,PER
45701,Sisekaitseakadeemia,ORG
45705,Tristan Ploom,PER
45706,Eesti Päevaleht,ORG
45734,ploom,PER
45746,ploom,PER
45769,Vaher,PER
45772,Koalitsioonierakond Reformierakond,ORG
45773,Rahvaliit,ORG
45776,Ken-Mart Vaher,PER
45781,Res Publica,ORG
45783,Juhan Parts,PER
45787,Vaherile,PER
45789,Reformierakond,ORG
45791,Urmas Krull,PER
45792,Delfi,ORG
45796,Vaher,PER
45806,isamaliidu,ORG
45812,Margus Tsahkna,PER
45814,riigikogu,ORG
45817,Ken-Mart Vaher,PER
45827,SDE,ORG
45828,isamaaliit,ORG
45832,Kadi,PER
45833,Heinsalu,PER
45834,maksuamet,ORG
45874,Ants Meerits,PER
45875,Meerits,PER
45888,Tallinn,LOC
45889,Tallinn,LOC
45896,Triin Rohtla,PER
45907,Rohtla,PER
45924,Tartu,LOC
45926,Neinar Seli,PER
45948,Tartu,LOC
45950,Seli,PER
45964,Seli,PER
45965,AS Rondam,ORG
45967,AS Estiko,ORG
45968,AS Wermo,ORG
45970,AS Salvest,ORG
45971,Haapsalu hotell,ORG
45976,AS Pind Invest,ORG
45978,Rein Kilk,PER
45981,Eesti,LOC
45998,Tallinn,LOC
45999,Robert Lepikson,PER
46028,Erika Sisask,PER
46034,Eesti,LOC
46038,Eesti,LOC
46039,Sisask,PER
46056,Eesti,LOC
46068,Läänemaa,LOC
46072,Eerik Ojakäär,PER
46078,Pärnu maksuamet,ORG
46079,Jaan Krinal,PER
46081,Pärnumaa,LOC
46087,Tallinn,LOC
46091,Pärnu maksuamet,ORG
46093,Krinal,PER
46094,Pärnu,LOC
46096,Tallinn,LOC
46098,HETA,ORG
46099,Andres Hallmägi,PER
46101,Jüri Raidla,PER
46116,Tallinn,LOC
46120,Tartu,LOC
46122,Lääne mk,LOC
46124,Pärnu mk,LOC
46126,Tartu mk,LOC
46130,maksuamet,ORG
46131,Äripäev,ORG
46133,eea,ORG
46135,Kiviter,ORG
46137,Koit,PER
46138,Luus,PER
46139,Erastamisagentuur,ORG
46140,eea,ORG
46143,RAS Kiviter,ORG
46152,eea,ORG
46154,Andres Lipstok,PER
46163,Andres Lipstok,PER
46165,eea,ORG
46167,Kiviter,ORG
46184,Lipstok,PER
46185,Kiviter,ORG
46186,Jüri Soone,PER
46209,Soone,PER
46210,Kiviter,ORG
46216,Jüri Soone,PER
46218,Kiviter,ORG
46235,Kiviter,ORG
46237,Andres Lipstok,PER
46238,Kiviter,ORG
46247,Kiviter,ORG
46249,Lipstok,PER
46257,Jüri Soone,PER
46258,Andres Lipstok,PER
46267,Kiviter,ORG
46273,Lipstok,PER
46274,eea,ORG
46276,rahandusministeerium,ORG
46277,Kiviter,ORG
46292,Jüri Soone,PER
46297,see,PER
46298,Mõtsar,PER
46299,Riigikogu,ORG
46301,riigikogu,ORG
46310,riigikogu,ORG
46357,Eesti loto,ORG
46361,Eesti loto,ORG
46370,Eesti loto,ORG
46381,Liina Tõnisson,PER
46387,Tõnisson,PER
46406,Tõnisson,PER
46411,Eesti Loto,ORG
46412,Sven Kolga,PER
46426,Hansapank,ORG
46428,Kaja,PER
46429,Koovit,PER
46432,Hansapank,ORG
46441,Hansapank,ORG
46447,Hansapank,ORG
46450,Läti,LOC
46452,Venemaa,LOC
46463,Hoiupank,ORG
46464,Charlie Viikberg,PER
46465,HF arendus,ORG
46466,Margus Uudam,PER
46468,Hansapank,ORG
46474,Helsingi,LOC
46480,Hansapank,ORG
46496,Hansapank,ORG
46500,Tõnu Vanajuur,PER
46501,Forekspank,ORG
46515,Hansapank,ORG
46516,Tallinn,LOC
46528,Hansapank,ORG
46533,Sosaar,PER
46535,Kranich,PER
46537,Peeter,PER
46538,Raidla,PER
46539,Tallinn linnakohus,ORG
46541,Lääne Eesti Panga,ORG
46542,LEP,ORG
46544,Aare Sosaar,PER
46549,LEP,ORG
46550,Haapsalu,LOC
46552,Heiki Kranich,PER
46558,Aare Sosaar,PER
46560,LEP,ORG
46566,Rootsi,LOC
46571,Kaido Kaaberma,PER
46574,isamaa,ORG
46580,Moskva,LOC
46581,Inter-Agro,ORG
46582,Rootsi,LOC
46583,Trendy EWI Group,ORG
46587,Urmas Tammiksaar,PER
46588,Kranich,PER
46592,Sosaar,PER
46599,Kranich,PER
46601,LEP,ORG
46604,Sosaar,PER
46612,Sosaar,PER
46614,Tammiksaar,PER
46617,Sosaar,PER
46627,LEP,ORG
46629,Hugo Peterson,PER
46634,Sosaar,PER
46639,Peterson,PER
46641,Rootsi,LOC
46644,LEP,ORG
46648,Kranich,PER
46650,Indrek Teder,PER
46656,Andres Hallmägi,PER
46658,Teder,PER
46663,Trendy EWI Group,ORG
46665,Eesti,LOC
46666,Rootsi,LOC
46669,Rootsi,LOC
46672,TEWI Group,ORG
46674,Ewizonen i Värnamo Ab,ORG
46682,Teder,PER
46687,Trendy EWI Group,ORG
46691,Andres Hallmägi,PER
46694,Ewizonen i Värnamo,ORG
46698,Trendy EWI Group,ORG
46699,TEWI Group,ORG
46700,Rootsi,LOC
46707,LEP,ORG
46709,Andres Rüütel,PER
46710,Tallinn linnakohus,ORG
46712,Kranich,PER
46717,Lääne maakohus,ORG
46722,Trendy EWI Group,ORG
46724,Rüütel,PER
46729,Teder,PER
46732,Trendy EWI Group,ORG
46734,Eesti,LOC
46735,Rootsi,LOC
46738,Aare Sosaar,PER
46740,Trendy EWI Group,ORG
46742,LEP,ORG
46744,Moskva,LOC
46746,Sosaar,PER
46749,Trendy,ORG
46756,Inter-Agro,ORG
46759,Urmas Tammiksaar,PER
46761,Teder,PER
46762,Rüütel,PER
46767,Kranich,PER
46770,Trendy EWI Group,ORG
46771,LEP,ORG
46774,Kranich,PER
46777,Lääne maakohus,ORG
46778,Rüütel,PER
46780,LEP,ORG
46784,Tallinn linn,LOC
46786,Tallinn Panga,ORG
46787,Janek,PER
46788,Mäggi,PER
46789,Tallinn linn,LOC
46796,Tallinn Panga,ORG
46798,Tiit Järve,PER
46800,Tallinn,LOC
46804,Tallinn Panga,ORG
46807,Tallinn linn,LOC
46808,Tallinn eluasemefond,ORG
46813,Tallinn pank,ORG
46815,Tallinn linn,LOC
46821,Tallinn Panga,ORG
46823,Guido Sammelselg,PER
46842,Sammelselg,PER
46862,Sammelselg,PER
46863,Tallinn pank,ORG
46874,Sammelselg,PER
46876,Tallinn pank,ORG
46877,Tallinn linnavalitsus,ORG
46887,Sammelselg,PER
46896,Tallinn,LOC
46897,Tiit Järve,PER
46905,Järve,PER
46926,Järve,PER
46945,Järve,PER
46960,Järve,PER
46978,Järve,PER
46989,Tallinn eluasemefond,ORG
46991,Holland,LOC
46992,FMO,ORG
46994,Tallinn Panga,ORG
47001,Tallinn linnavalitsus,ORG
47003,Tallinn pank,ORG
47005,Tallinn linn,LOC
47006,Tallinn,ORG
47007,pank,ORG
47009,Äripäev,ORG
47011,Inno,PER
47012,Tähismaa,PER
47021,Aasia ja Ida-Euroobas,LOC
47024,ÜRO,ORG
47029,UNCTAD,ORG
47032,Kesk ja Ida-Euroobas,LOC
47040,Eesti välisinvesteering agentuur,ORG
47041,Jüri Sakkeus,PER
47043,ÜRO,ORG
47046,Kesk ja Ida-Euroopa,LOC
47054,Eesti,LOC
47059,Agu Remmelg,PER
47060,Eesti,LOC
47062,Elcoteq,ORG
47064,Maardu,LOC
47066,Coastal Corporation,ORG
47070,Jüri Sakkeus,PER
47074,kesk ja Ida-Euroobas,LOC
47095,Sakkeus,PER
47103,tshehh,LOC
47104,Ungari,LOC
47107,Eesti,LOC
47109,Sakkeus,PER
47121,Soome,LOC
47122,Rootsi,LOC
47127,välisinvesteering agentuur,ORG
47128,Eesti,LOC
47129,Eesti,LOC
47138,Eesti,LOC
47140,Euroopa Liidu,ORG
47143,UNCTAD,ORG
47158,Eesti,LOC
47164,Sakkeus,PER
47166,Eesti,LOC
47170,Euroopa Liidu,ORG
47171,Venemaa,LOC
47176,Venemaa,LOC
47177,Eesti,LOC
47179,Eesti,LOC
47183,UNCTAD,ORG
47189,Kagu-Aasia,LOC
47196,Kagu-Aasia,LOC
47202,Singapur,LOC
47205,Kesk ja Ida-Euroopa,LOC
47210,Kesk ja Ida-Euroobas,LOC
47213,Singapur,LOC
47218,Singapur,LOC
47224,Singapur,LOC
47227,Eesti,LOC
47229,Singapur,LOC
47231,Eesti,LOC
47238,Olav Laido,PER
47239,Leedu,LOC
47240,Janek,PER
47241,Mäggi,PER
47242,Hansa Kindlustus,ORG
47243,Olav Laido,PER
47247,Leedu,LOC
47249,Laido,PER
47250,Rootsi,LOC
47251,Trygg-Hansa,ORG
47255,Hansa Kindlustus,ORG
47256,Bico,ORG
47258,Eesti,LOC
47260,Leedu,LOC
47263,Laido,PER
47265,Hansa kindlustus,ORG
47267,Leedu,LOC
47278,Leedu,LOC
47281,Leedu,LOC
47291,Laido,PER
47292,Laido,PER
47296,Leedu,LOC
47304,Laido,PER
47308,Leedu,LOC
47311,Hansa Kindlustus,ORG
47314,Läti,LOC
47317,Hansa Kindlustus,ORG
47321,Trygg-Hansa,ORG
47322,Trygg-Hansa Latvija,ORG
47325,Trygg-Hansa,ORG
47328,Trygg-Hansa Hansa Kindlustus,ORG
47330,Eesti kindlustus,ORG
47335,Trygg-Hansa,ORG
47340,Leedu,LOC
47343,Trygg-Hansa,ORG
47348,Eesti,LOC
47349,Leedu,LOC
47350,Balt kindlustusselts,ORG
47351,Bico,ORG
47353,Bico,ORG
47354,Jaan Marks,PER
47355,Hansa Kindlustus,ORG
47356,Leedu,LOC
47372,Leedu,LOC
47379,Marks,PER
47387,Bico,ORG
47388,Leedu,LOC
47392,Marks,PER
47396,Eesti,LOC
47398,Leedu,LOC
47400,Seesam,ORG
47401,Seesam,ORG
47402,Taivo Saare,PER
47404,Seesam,ORG
47408,Ameerika,LOC
47409,American International Group,ORG
47410,AIG,ORG
47412,Soome,LOC
47414,Pohjola,ORG
47415,Leedu,LOC
47418,Seesam,ORG
47419,Läti,LOC
47421,Famlat,ORG
47423,Famlat,ORG
47425,AIG,ORG
47426,Pohjala,ORG
47427,Seesam,ORG
47428,AIG,ORG
47430,Pohjola,ORG
47435,Tiina,PER
47436,Jõgeda,PER
47438,Eesti televisioon,ORG
47439,Lennart Meri,PER
47440,Arnold Rüütel,PER
47451,Kadriorg,ORG
47460,ETV,ORG
47462,Lennart,PER
47463,Arnold,PER
47490,Lennart,PER
47503,Arnold,PER
47511,Arnold,PER
47516,Eesti,LOC
47519,Arnold Rüütel,PER
47521,Lennart Meri,PER
47528,Arnold,PER
47532,Moskva,LOC
47555,Lennart,PER
47562,Arnold,PER
47569,Lennart,PER
47570,Lennart,PER
47577,Arnold,PER
47585,Arnold,PER
47588,Lennart,PER
47593,Arnold,PER
47600,Lennart,PER
47623,Arnold,PER
47626,Lennart,PER
47627,Toompea,ORG
47629,Lennart,PER
47634,Arnold,PER
47638,Rüütel,PER
47641,Savisaar,PER
47644,Melnitšuk,PER
47668,Tallinn,LOC
47674,Eesti,LOC
47676,Lennart,PER
47677,Arnold,PER
47683,CIA,ORG
47686,Eesti,LOC
47688,USA,LOC
47689,Georg Bush,PER
47691,Kadriorg,ORG
47692,Toompea,ORG
47696,Savisaar,PER
47697,Meri,PER
47704,Arnold,PER
47707,Rüütel,PER
47708,Lippmaa,PER
47710,Ameerika,LOC
47715,Ida-Virumaa,LOC
47720,Georg Bush,PER
47723,Lennart,PER
47724,Arnold,PER
47735,Lennart,PER
47737,USA,LOC
47739,Kamtšatka,LOC
47743,Arnold,PER
47745,Bush,PER
47748,USA,LOC
47750,Eesti,LOC
47752,Rüütel,PER
47757,Meri,PER
47769,Rüütel,PER
47773,Rüütel,PER
47777,USA riigidepartemang,ORG
47780,Rüütel,PER
47784,Lennart,PER
47786,Arnold,PER
47789,Toompea,ORG
47793,Arnold,PER
47795,Kadriorg,LOC
47797,Lennart,PER
47803,Arnold,PER
47809,Rüütel,PER
47811,Eesti,LOC
47815,Esi,ORG
47831,Edgar Savisaar,PER
47839,Savisaar,PER
47842,Savisaar,PER
47849,Savisaar,PER
47854,Tiit Made,PER
47856,Indrek Kannik,PER
47859,Savisaar,PER
47867,Savisaar,PER
47871,Siim Kallas,PER
47875,Lennart,PER
47876,Meri,PER
47880,Kallas,PER
47888,Savisaar,PER
47889,Toompea,ORG
47893,Isamaaliit,ORG
47901,Isamaaliit,ORG
47908,Lennart Meri,PER
47909,Arnold Rüütel,PER
47918,Savisaar,PER
47921,Keskerakond,ORG
47929,Keskerakond,ORG
47930,Eesti,LOC
47944,Savisaar,PER
47957,Savisaar,PER
47962,Rüütel,PER
47969,Savisaar,PER
47974,Mart,PER
47975,Laar,PER
47976,Eesti Ekspress,ORG
48018,Eesti,LOC
48029,Eesti,LOC
48033,Euroopa,LOC
48070,Francis Fukuyama,PER
48073,Lääne,LOC
48079,Nõukogu impeerium,LOC
48118,Tallinn,LOC
48122,Delhi,LOC
48123,Los Angeles,ORG
48130,Kapa-Kohila,LOC
48146,Euroopa liit,LOC
48186,Inglismaa,LOC
48232,Eesti,LOC
48303,Eesti,LOC
48324,Eesti,LOC
48329,Tallinn,LOC
48375,Eesti,LOC
48402,Jakob Hurt,PER
48416,Kalev Kesküla,PER
48421,Kalev Kesküla,PER
48455,Sõnumileht,ORG
48503,Kivirähk,PER
48522,Esi,ORG
48529,Juhan Kivirähk,PER
48536,Kalev Kesküla,PER
48550,Martti Soosaar,PER
48551,Tallinn,LOC
48556,Enn Tarto,PER
48557,Sõnumileht,ORG
48561,Eesti kaitsepolitsei,ORG
48564,Nikita Hruštšov,PER
48565,KGB,ORG
48569,Hruštšov,PER
48570,Brezhnev,PER
48572,KGB,ORG
48586,Eesti,LOC
48588,kapo,ORG
48606,Vahur Glaase,PER
48607,riigikogu,ORG
48618,Eesti,LOC
48620,Vene Rahvuslik Ühtsus,ORG
48621,VRÜ,ORG
48623,Aleksandr Denissov,PER
48624,Denissov,PER
48625,ERKL,ORG
48631,Eesti kaitsepolitsei,ORG
48634,Krasnodar grupp,PER
48635,Gorbatšov,PER
48636,Denissov,PER
48637,Eesti,LOC
48642,Tallinn ja Ida-Virumaa kriminaaljälitus,ORG
48647,Denissov,PER
48651,VRÜ,ORG
48652,Narva,LOC
48658,Denissov,PER
48659,Eesti Vabariik,LOC
48664,Eesti,LOC
48672,EV,LOC
48679,Eesti riik,LOC
48693,kaitsepolitsei amet,ORG
48706,Eesti riik,LOC
48716,Terje Madisson,PER
48726,kapo,ORG
48732,Pärnu,LOC
48738,Karlik,PER
48744,Euroopa,LOC
48745,Tiit Madisson,PER
48746,Tallinn Keskvangla,ORG
48760,Eesti,LOC
48768,Arne Lok,PER
48774,Eesti vabariik,LOC
48792,Maie Kiive,PER
48794,USA,LOC
48798,Esi,ORG
48799,Hansapank,ORG
48800,Jüri ja Tiina Mõis,PER
48805,Eesti,LOC
48813,Baltimaa,LOC
48816,Hansaleht,ORG
48821,Jüri,PER
48823,Tiina,PER
48829,Charles,PER
48831,Diana,PER
48835,Hansapank,ORG
48845,Kerttu Olmann,PER
48850,Kristina,PER
48853,Martina,PER
48864,Tiina,PER
48884,Kerttu Olmann,PER
48893,Jüri Mõis,PER
48895,Hansapank,ORG
48898,Tiina Mõis,PER
48915,Tiina Mõis,PER
48916,Kerttu,PER
48917,Jüri,PER
48919,Atlanta,LOC
48921,Tiina,PER
48924,Brasiilia,LOC
48925,Rio de Janeiro,LOC
48928,Jüri,PER
48932,Tiina,PER
48933,Jüri,PER
48934,Tallinn tehnikaülikool,ORG
48936,Tšehhoslovakkia,LOC
48948,Maive Ottas,PER
48969,EE,ORG
48989,Jüri,PER
48992,Tiina,PER
